trip_id,start_date,subscriber_type,start_station_name,start_station_id,landmark,name,station_id
1078067,2016-02-01 16:32:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1106039,2016-02-25 16:33:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1071859,2016-01-26 16:36:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1075029,2016-01-28 16:32:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1088836,2016-02-10 16:33:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1097706,2016-02-18 16:33:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1051543,2016-01-04 19:49:00.000000 UTC,Subscriber,San Mateo County Center,23,Redwood City,San Mateo County Center,23
1080566,2016-02-03 15:05:00.000000 UTC,Subscriber,Redwood City Public Library,24,Redwood City,Redwood City Public Library,24
1064535,2016-01-19 16:31:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1067154,2016-01-21 12:02:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1090476,2016-02-11 16:47:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1062796,2016-01-15 17:36:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22,Redwood City,Redwood City Caltrain Station,22
1079608,2016-02-02 18:07:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22,Redwood City,Redwood City Caltrain Station,22
1051301,2016-01-04 17:08:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22,Redwood City,Redwood City Caltrain Station,22
1097908,2016-02-18 17:34:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22,Redwood City,Redwood City Caltrain Station,22
1083533,2016-02-05 17:07:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22,Redwood City,Redwood City Caltrain Station,22
1078381,2016-02-01 18:09:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22,Redwood City,Redwood City Caltrain Station,22
1076369,2016-01-29 18:07:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22,Redwood City,Redwood City Caltrain Station,22
1096812,2016-02-17 19:35:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22,Redwood City,Redwood City Caltrain Station,22
1080970,2016-02-03 18:08:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22,Redwood City,Redwood City Caltrain Station,22
1068467,2016-01-22 17:07:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22,Redwood City,Redwood City Caltrain Station,22
1052902,2016-01-06 15:57:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22,Redwood City,Redwood City Caltrain Station,22
1067727,2016-01-21 18:08:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22,Redwood City,Redwood City Caltrain Station,22
1099118,2016-02-19 17:07:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22,Redwood City,Redwood City Caltrain Station,22
1068760,2016-01-23 09:43:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22,Redwood City,Redwood City Caltrain Station,22
1092841,2016-02-14 05:25:00.000000 UTC,Subscriber,Kaiser Hospital,26,Redwood City,Redwood City Medical Center,26
